Algoritmo,Arquivo,Execucao,Parametros,Tempo_Inicio,Tempo_Termino,Tempo_Total,Melhor_Fitness
BRKGA,albano_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.985881,2026-04-28 11:13:26.418894,0:05:06.433013,9082.915
BRKGA,art_10_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.984439,2026-04-28 11:13:23.519958,0:05:03.535519,153.72040214414773
BRKGA,art_10_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.976843,2026-04-28 11:13:27.072586,0:05:07.095743,260.65791463351934
BRKGA,art_10_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.005716,2026-04-28 11:13:30.518446,0:05:10.512730,415.6278589586355
BRKGA,art_10_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.998144,2026-04-28 11:13:22.270789,0:05:02.272645,75.70535221610682
BRKGA,art_10_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.021764,2026-04-28 11:13:24.241258,0:05:04.219494,169.4011830661424
BRKGA,art_10_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.012099,2026-04-28 11:13:22.101047,0:05:02.088948,133.4591889365246
BRKGA,art_11_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.014420,2026-04-28 11:13:23.090444,0:05:03.076024,84.94109345197637
BRKGA,art_11_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.025262,2026-04-28 11:13:21.365696,0:05:01.340434,86.84449560090108
BRKGA,art_11_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.022290,2026-04-28 11:13:25.683144,0:05:05.660854,167.46042122785514
BRKGA,art_11_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.045668,2026-04-28 11:13:22.310554,0:05:02.264886,91.25095635790376
BRKGA,art_11_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:20.049080,2026-04-28 11:13:28.603842,0:05:08.554762,288.93260152448096
BRKGA,art_11_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:23.890724,2026-04-28 11:18:33.144592,0:05:09.253868,344.65891811952207
BRKGA,art_12_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:24.951978,2026-04-28 11:18:28.335162,0:05:03.383184,219.92340080999182
BRKGA,art_12_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:25.221456,2026-04-28 11:18:33.826451,0:05:08.604995,436.2659036876764
BRKGA,art_12_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:25.214613,2026-04-28 11:18:41.491850,0:05:16.277237,399.54331587777114
BRKGA,art_12_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:25.953452,2026-04-28 11:18:31.759124,0:05:05.805672,231.87603455546818
BRKGA,art_12_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:27.204564,2026-04-28 11:18:28.303881,0:05:01.099317,68.81218288061413
BRKGA,art_12_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:27.756285,2026-04-28 11:18:29.733858,0:05:01.977573,127.34670658260681
BRKGA,art_13_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:28.228894,2026-04-28 11:18:44.335560,0:05:16.106666,469.2304283190101
BRKGA,art_13_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:29.453371,2026-04-28 11:18:41.893930,0:05:12.440559,378.38274770153953
BRKGA,art_13_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:30.451306,2026-04-28 11:18:32.053169,0:05:01.601863,90.57246481002285
BRKGA,art_13_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:31.046572,2026-04-28 11:18:34.764536,0:05:03.717964,186.2078032860984
BRKGA,art_13_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:31.356787,2026-04-28 11:18:36.140022,0:05:04.783235,222.8485785531101
BRKGA,art_13_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:31.720544,2026-04-28 11:18:35.382019,0:05:03.661475,161.31687027085718
BRKGA,art_14_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:33.094496,2026-04-28 11:18:43.585261,0:05:10.490765,320.04093022127756
BRKGA,art_14_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:13:36.947259,2026-04-28 11:18:44.079073,0:05:07.131814,405.96575272052195
BRKGA,art_14_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:30.801160,2026-04-28 11:23:36.426051,0:05:05.624891,201.75771176223083
BRKGA,art_14_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:32.200638,2026-04-28 11:23:35.809517,0:05:03.608879,122.52348534613735
BRKGA,art_14_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:32.651629,2026-04-28 11:23:36.110931,0:05:03.459302,196.76035016614017
BRKGA,art_14_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:34.948711,2026-04-28 11:23:36.321894,0:05:01.373183,105.04180337133343
BRKGA,art_15_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:36.164025,2026-04-28 11:23:38.029218,0:05:01.865193,89.69803460799454
BRKGA,art_15_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:37.883342,2026-04-28 11:23:40.400973,0:05:02.517631,100.47172944232896
BRKGA,art_15_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:38.812643,2026-04-28 11:23:43.338116,0:05:04.525473,172.14072786547774
BRKGA,art_15_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:38.862459,2026-04-28 11:23:52.302991,0:05:13.440532,383.85969126570626
BRKGA,art_15_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:39.626521,2026-04-28 11:23:46.027176,0:05:06.400655,204.65784651642386
BRKGA,art_15_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:40.254329,2026-04-28 11:23:41.871508,0:05:01.617179,94.89798493794395
BRKGA,art_16_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:47.087749,2026-04-28 11:23:58.365884,0:05:11.278135,438.3424879748992
BRKGA,art_16_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:47.614097,2026-04-28 11:23:53.507260,0:05:05.893163,280.6461785236011
BRKGA,art_16_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:48.723787,2026-04-28 11:23:52.479296,0:05:03.755509,208.63455621983778
BRKGA,art_16_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:49.825322,2026-04-28 11:23:56.192394,0:05:06.367072,286.036603103444
BRKGA,art_16_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:18:50.960755,2026-04-28 11:23:52.280217,0:05:01.319462,109.03907362355548
BRKGA,art_16_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:39.039702,2026-04-28 11:28:42.740637,0:05:03.700935,212.65444238745485
BRKGA,art_17_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:39.046255,2026-04-28 11:28:48.395862,0:05:09.349607,275.29245011838367
BRKGA,art_17_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:39.793498,2026-04-28 11:28:43.097508,0:05:03.304010,123.74227776159782
BRKGA,art_17_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:40.286453,2026-04-28 11:28:47.954387,0:05:07.667934,322.9101233213575
BRKGA,art_17_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:40.864368,2026-04-28 11:28:44.890696,0:05:04.026328,167.54822510022427
BRKGA,art_17_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:42.965511,2026-04-28 11:28:50.637602,0:05:07.672091,297.24287417661236
BRKGA,art_17_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:44.361931,2026-04-28 11:28:45.862230,0:05:01.500299,107.03017287688596
BRKGA,art_18_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:46.979894,2026-04-28 11:28:53.195716,0:05:06.215822,269.96847815836037
BRKGA,art_18_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:50.066066,2026-04-28 11:28:59.845767,0:05:09.779701,315.150496179114
BRKGA,art_18_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:54.944190,2026-04-28 11:29:03.270820,0:05:08.326630,263.01842471614566
BRKGA,art_18_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:56.531942,2026-04-28 11:29:00.829508,0:05:04.297566,254.76433615005925
BRKGA,art_18_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:57.926161,2026-04-28 11:28:04.899882,0:04:06.973721,67.51700562837812
BRKGA,art_18_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:23:58.153691,2026-04-28 11:29:00.270897,0:05:02.117206,69.3473775453997
BRKGA,art_19_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:24:00.924290,2026-04-28 11:29:04.794867,0:05:03.870577,192.30189628259643
BRKGA,art_19_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:24:04.853038,2026-04-28 11:29:14.838717,0:05:09.985679,508.3802183992931
BRKGA,art_19_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:07.223754,2026-04-28 11:33:15.336108,0:05:08.112354,235.23859092430118
BRKGA,art_19_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:46.283754,2026-04-28 11:33:49.125323,0:05:02.841569,149.1782232521828
BRKGA,art_19_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:46.438482,2026-04-28 11:33:50.113463,0:05:03.674981,181.48549906622338
BRKGA,art_19_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:48.524638,2026-04-28 11:33:54.539559,0:05:06.014921,331.412197883704
BRKGA,art_1_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:48.566427,2026-04-28 11:33:54.658940,0:05:06.092513,283.7094129774031
BRKGA,art_1_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:52.972682,2026-04-28 11:34:03.835999,0:05:10.863317,447.0595384711458
BRKGA,art_1_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:53.101461,2026-04-28 11:33:56.847440,0:05:03.745979,127.82963012216338
BRKGA,art_1_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:54.980091,2026-04-28 11:33:58.213716,0:05:03.233625,145.62895130555054
BRKGA,art_1_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:28:57.902092,2026-04-28 11:34:05.239855,0:05:07.337763,281.5335927268417
BRKGA,art_1_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:02.717136,2026-04-28 11:34:09.343238,0:05:06.626102,296.2681621057275
BRKGA,art_20_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:04.461002,2026-04-28 11:34:12.678087,0:05:08.217085,388.9600804617346
BRKGA,art_20_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:05.286599,2026-04-28 11:34:07.219916,0:05:01.933317,91.08410732274818
BRKGA,art_20_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:07.718578,2026-04-28 11:34:17.169940,0:05:09.451362,280.7102846163986
BRKGA,art_20_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:08.573738,2026-04-28 11:34:14.815905,0:05:06.242167,194.35688968412936
BRKGA,art_20_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:29:20.966864,2026-04-28 11:34:29.185207,0:05:08.218343,306.45761035416416
BRKGA,art_20_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:33:19.448600,2026-04-28 11:38:26.655118,0:05:07.206518,280.032238381802
BRKGA,art_21_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:33:52.605535,2026-04-28 11:38:59.145562,0:05:06.540027,285.96078955712676
BRKGA,art_21_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:33:53.469823,2026-04-28 11:38:56.034149,0:05:02.564326,92.91177781235379
BRKGA,art_21_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:33:58.885023,2026-04-28 11:39:12.406444,0:05:13.521421,412.634274128611
BRKGA,art_21_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:33:59.236543,2026-04-28 11:39:01.526136,0:05:02.289593,125.67196149404579
BRKGA,art_21_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:00.268929,2026-04-28 11:39:10.296376,0:05:10.027447,302.8484151329615
BRKGA,art_21_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:01.722421,2026-04-28 11:39:10.129373,0:05:08.406952,339.1684961634735
BRKGA,art_22_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:09.175767,2026-04-28 11:39:10.885384,0:05:01.709617,103.57886413887125
BRKGA,art_22_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:09.522452,2026-04-28 11:39:14.943170,0:05:05.420718,222.34501246727692
BRKGA,art_22_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:10.079168,2026-04-28 11:39:19.273927,0:05:09.194759,382.4719029067997
BRKGA,art_22_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:13.497449,2026-04-28 11:39:19.164771,0:05:05.667322,233.1258013996999
BRKGA,art_22_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:18.068355,2026-04-28 11:39:21.912684,0:05:03.844329,233.7658833008267
BRKGA,art_22_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:18.749227,2026-04-28 11:39:22.900838,0:05:04.151611,238.78898973442244
BRKGA,art_23_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:21.838268,2026-04-28 11:39:36.522523,0:05:14.684255,425.86801579760595
BRKGA,art_23_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:34:33.646642,2026-04-28 11:39:37.523952,0:05:03.877310,184.18941976348265
BRKGA,art_23_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:38:30.613925,2026-04-28 11:43:32.683439,0:05:02.069514,73.8033074320072
BRKGA,art_23_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:38:58.881731,2026-04-28 11:44:02.277029,0:05:03.395298,95.47762703296353
BRKGA,art_23_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:03.879064,2026-04-28 11:44:06.324339,0:05:02.445275,142.5464611682204
BRKGA,art_23_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:04.767199,2026-04-28 11:44:10.950333,0:05:06.183134,353.6926786415213
BRKGA,art_24_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:13.952848,2026-04-28 11:44:17.469691,0:05:03.516843,146.2965099607509
BRKGA,art_24_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:14.736073,2026-04-28 11:44:25.639232,0:05:10.903159,382.47631604969706
BRKGA,art_24_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:15.177040,2026-04-28 11:44:19.419197,0:05:04.242157,137.20832155092845
BRKGA,art_24_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:18.578299,2026-04-28 11:44:23.934486,0:05:05.356187,207.62033659727302
BRKGA,art_24_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:18.930613,2026-04-28 11:44:21.668245,0:05:02.737632,130.30409395849844
BRKGA,art_24_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:23.399814,2026-04-28 11:44:31.400498,0:05:08.000684,344.6233561436622
BRKGA,art_25_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:25.160495,2026-04-28 11:44:27.904619,0:05:02.744124,81.14230087476302
BRKGA,art_25_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:26.064721,2026-04-28 11:44:29.042794,0:05:02.978073,125.94822836676889
BRKGA,art_25_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:26.866563,2026-04-28 11:44:35.897053,0:05:09.030490,300.9974939343067
BRKGA,art_25_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:41.257922,2026-04-28 11:44:47.231961,0:05:05.974039,243.10766988464053
BRKGA,art_25_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:39:42.668032,2026-04-28 11:44:49.825695,0:05:07.157663,254.44696272329114
BRKGA,art_25_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:43:35.345036,2026-04-28 11:48:38.595234,0:05:03.250198,188.7673522002511
BRKGA,art_2_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:05.129082,2026-04-28 11:49:10.193633,0:05:05.064551,191.31323410733177
BRKGA,art_2_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:09.586624,2026-04-28 11:49:21.215409,0:05:11.628785,385.58906078229097
BRKGA,art_2_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:15.510153,2026-04-28 11:49:20.861627,0:05:05.351474,243.52738104348254
BRKGA,art_2_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:20.781094,2026-04-28 11:49:30.321138,0:05:09.540044,349.6203579945077
BRKGA,art_2_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:22.808070,2026-04-28 11:47:33.225267,0:03:10.417197,54.086732333232256
BRKGA,art_2_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:24.911138,2026-04-28 11:49:33.589386,0:05:08.678248,308.82433151241366
BRKGA,art_3_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:27.892567,2026-04-28 11:49:34.653122,0:05:06.760555,225.83601173172474
BRKGA,art_3_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:30.665692,2026-04-28 11:49:32.933101,0:05:02.267409,83.6993465565806
BRKGA,art_3_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:30.712188,2026-04-28 11:49:37.952707,0:05:07.240519,329.4987333318166
BRKGA,art_3_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:32.223918,2026-04-28 11:49:39.416763,0:05:07.192845,244.24743270823913
BRKGA,art_3_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:36.058461,2026-04-28 11:49:38.311528,0:05:02.253067,91.49858105416263
BRKGA,art_3_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:40.805200,2026-04-28 11:49:45.283661,0:05:04.478461,163.22711260134042
BRKGA,art_4_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:51.430328,2026-04-28 11:49:54.271820,0:05:02.841492,89.67804442873381
BRKGA,art_4_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:44:54.137724,2026-04-28 11:50:02.487806,0:05:08.350082,284.1653405166027
BRKGA,art_4_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:47:35.556240,2026-04-28 11:52:43.049180,0:05:07.492940,367.93538873505764
BRKGA,art_4_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:48:42.286970,2026-04-28 11:53:48.161625,0:05:05.874655,199.6942944775013
BRKGA,art_4_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:14.107725,2026-04-28 11:54:18.674819,0:05:04.567094,199.33529841711413
BRKGA,art_4_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:25.367791,2026-04-28 11:54:30.156684,0:05:04.788893,324.8251409374787
BRKGA,art_5_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:26.389311,2026-04-28 11:54:38.006757,0:05:11.617446,463.3867346084656
BRKGA,art_5_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:35.370592,2026-04-28 11:54:43.197719,0:05:07.827127,290.205828070022
BRKGA,art_5_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:35.708782,2026-04-28 11:54:38.282173,0:05:02.573391,103.56870727244127
BRKGA,art_5_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:38.003673,2026-04-28 11:54:43.112501,0:05:05.108828,175.73896191473517
BRKGA,art_5_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:38.734057,2026-04-28 11:54:45.603875,0:05:06.869818,294.5492738657855
BRKGA,art_5_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:40.944994,2026-04-28 11:54:43.711110,0:05:02.766116,98.62229052066871
BRKGA,art_6_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:43.419925,2026-04-28 11:54:49.066886,0:05:05.646961,291.07359092991516
BRKGA,art_6_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:43.761543,2026-04-28 11:54:57.212995,0:05:13.451452,402.592596356504
BRKGA,art_6_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:48.583240,2026-04-28 11:54:56.664370,0:05:08.081130,328.8837041555133
BRKGA,art_6_irregular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:49:57.228021,2026-04-28 11:55:00.730598,0:05:03.502577,178.86229183407707
BRKGA,art_6_regular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:50:06.880293,2026-04-28 11:55:11.176316,0:05:04.296023,183.22991011926436
BRKGA,art_6_regular_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:52:48.914997,2026-04-28 11:57:51.791763,0:05:02.876766,118.36816978750797
BRKGA,art_7_hole_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:53:52.007825,2026-04-28 11:58:55.234247,0:05:03.226422,191.32546218935565
BRKGA,art_7_hole_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:22.170267,2026-04-28 11:59:33.711555,0:05:11.541288,355.15364549170977
BRKGA,art_7_irregular_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:54:34.256191,2026-04-28 11:59:37.857697,0:05:03.601506,102.4557040850153
