Algoritmo,Arquivo,Execucao,Parametros,Tempo_Inicio,Tempo_Termino,Tempo_Total,Melhor_Fitness
GA,art_7_regular_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:55:53.143149,2026-04-28 13:56:46.159586,0:00:53.016437,143.00983653483104
GA,art_7_regular_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:07.726459,2026-04-28 13:57:20.750879,0:01:13.024420,263.0813997687794
GA,art_8_hole_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:10.550071,2026-04-28 13:59:19.351106,0:03:08.801035,401.68541928586603
GA,art_8_hole_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:11.229960,2026-04-28 13:59:13.420268,0:03:02.190308,401.9583520496947
GA,art_8_irregular_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:25.241974,2026-04-28 13:58:35.274229,0:02:10.032255,243.12738004200224
GA,art_8_irregular_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:27.565101,2026-04-28 13:57:15.465204,0:00:47.900103,136.89954889443777
GA,art_8_regular_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:31.498436,2026-04-28 13:57:27.815242,0:00:56.316806,217.97183574819
GA,art_8_regular_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:41.852923,2026-04-28 13:58:45.214880,0:02:03.361957,101.29092198250459
GA,art_9_hole_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:44.753440,2026-04-28 13:59:13.518917,0:02:28.765477,293.19086793959497
GA,art_9_hole_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:49.230505,2026-04-28 13:58:25.141132,0:01:35.910627,199.69048178329922
GA,art_9_irregular_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:49.672337,2026-04-28 13:58:26.329935,0:01:36.657598,142.11602422777068
GA,art_9_irregular_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:50.629829,2026-04-28 13:58:01.574524,0:01:10.944695,111.6060434291743
GA,art_9_regular_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:56:59.022435,2026-04-28 13:59:38.444412,0:02:39.421977,218.60795659993735
GA,art_9_regular_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:03.718238,2026-04-28 13:58:31.612089,0:01:27.893851,258.3566548932991
GA,blaz_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:10.510220,2026-04-28 13:59:25.679689,0:02:15.169469,63.732267189771505
GA,blaz_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:18.366279,2026-04-28 14:00:29.354072,0:03:10.987793,63.876931572508674
GA,blaz_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:24.222243,2026-04-28 13:58:54.520695,0:01:30.298452,27.08048890221955
GA,blaz_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:31.243843,2026-04-28 13:59:44.250615,0:02:13.006772,26.975488902219546
GA,dagli_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:57:36.775548,2026-04-28 14:00:48.402255,0:03:11.626707,93.74544860558254
GA,dagli_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:04.645525,2026-04-28 14:00:33.493962,0:02:28.848437,95.57590484411783
GA,dagli_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:28.646819,2026-04-28 13:59:59.875750,0:01:31.228931,94.66060287942408
GA,dagli_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:29.597442,2026-04-28 13:59:33.593242,0:01:03.995800,96.52560287942407
GA,dighe1_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:35.461819,2026-04-28 13:59:39.175684,0:01:03.713865,112.98170763029977
GA,dighe1_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:39.437563,2026-04-28 13:59:28.208938,0:00:48.771375,113.85565410060347
GA,dighe1_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:47.866022,2026-04-28 13:59:02.932032,0:00:15.066010,107.27791991601681
GA,dighe1_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:58:58.305611,2026-04-28 13:59:29.979820,0:00:31.674209,108.25791991601679
GA,dighe2_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:05.490094,2026-04-28 14:00:08.864929,0:01:03.374835,84.28709113288147
GA,dighe2_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:18.288753,2026-04-28 13:59:56.248806,0:00:37.960053,87.58914268922442
GA,dighe2_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:18.582413,2026-04-28 14:00:48.326164,0:01:29.743751,83.64942711457707
GA,dighe2_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:25.720802,2026-04-28 13:59:45.621661,0:00:19.900859,85.2994271145771
GA,fu_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:30.755745,2026-04-28 14:00:16.648243,0:00:45.892498,35.10972530074254
GA,fu_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:31.195066,2026-04-28 14:00:10.253174,0:00:39.058108,35.13596087097302
GA,fu_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:32.733752,2026-04-28 13:59:59.746920,0:00:27.013168,28.987017096580686
GA,fu_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:37.557784,2026-04-28 13:59:56.231569,0:00:18.673785,29.11201709658068
GA,han100_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:42.103755,2026-04-28 14:05:01.366526,0:05:19.262771,34207.91752204394
GA,han100_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:42.403554,2026-04-28 14:05:01.101237,0:05:18.697683,35688.108165045385
GA,han100_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:48.196451,2026-04-28 14:02:19.421300,0:02:31.224849,32209.176286742655
GA,han100_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:48.311080,2026-04-28 14:02:19.677548,0:02:31.366468,32016.896286742653
GA,han120_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:58.565594,2026-04-28 14:05:04.336378,0:05:05.770784,38122.69262585245
GA,han120_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 13:59:58.778901,2026-04-28 14:05:20.764571,0:05:21.985670,39798.64129371244
GA,han120_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:02.297500,2026-04-28 14:05:16.922507,0:05:14.625007,36848.87997450507
GA,han120_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:03.932561,2026-04-28 14:05:13.976174,0:05:10.043613,36913.6474745051
GA,han150_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:11.412584,2026-04-28 14:05:37.963964,0:05:26.551380,52736.63465662382
GA,han150_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:12.806867,2026-04-28 14:05:42.366765,0:05:29.559898,56032.95113024413
GA,han150_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:19.194428,2026-04-28 14:05:42.581363,0:05:23.386935,49865.54396520692
GA,han150_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:33.855613,2026-04-28 14:05:49.207390,0:05:15.351777,50355.036465206955
GA,han80_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:37.798284,2026-04-28 14:04:10.782532,0:03:32.984248,22454.679303147692
GA,han80_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:50.727348,2026-04-28 14:03:16.403737,0:02:25.676389,23542.85644192799
GA,han80_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:00:52.525517,2026-04-28 14:06:02.675358,0:05:10.149841,21362.87465356931
GA,han80_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:02:26.012684,2026-04-28 14:04:44.889013,0:02:18.876329,21382.37715356928
GA,han_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:02:26.902951,2026-04-28 14:04:42.309716,0:02:15.406765,89.13968900167784
GA,han_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:03:23.606280,2026-04-28 14:05:19.509388,0:01:55.903108,92.5154449972896
GA,han_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:04:18.073819,2026-04-28 14:05:10.372043,0:00:52.298224,69.53099430113976
GA,han_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:04:46.310389,2026-04-28 14:06:04.572525,0:01:18.262136,69.98349430113974
GA,jakobs1_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:04:50.223405,2026-04-28 14:05:34.286874,0:00:44.063469,47.35549948808108
GA,jakobs1_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:10.529928,2026-04-28 14:06:01.215015,0:00:50.685087,48.14393922951373
GA,jakobs1_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:10.712065,2026-04-28 14:06:13.114386,0:01:02.402321,29.42509298140371
GA,jakobs1_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:14.309584,2026-04-28 14:06:19.783472,0:01:05.473888,29.625092981403725
GA,jakobs2_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:14.440244,2026-04-28 14:07:12.674564,0:01:58.234320,71.78730606158014
GA,jakobs2_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:21.462588,2026-04-28 14:07:25.453814,0:02:03.991226,73.6161031088652
GA,jakobs2_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:23.931713,2026-04-28 14:06:50.959974,0:01:27.028261,55.40294991001796
GA,jakobs2_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:25.368473,2026-04-28 14:06:31.300660,0:01:05.932187,55.37544991001803
GA,jotika40_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:31.589550,2026-04-28 14:06:47.805678,0:01:16.216128,12788.783352272549
GA,jotika40_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:37.821481,2026-04-28 14:09:03.465669,0:03:25.644188,13070.506430349637
GA,jotika40_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:52.861572,2026-04-28 14:07:01.804279,0:01:08.942707,12282.967159568087
GA,jotika40_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:53.826810,2026-04-28 14:07:35.751067,0:01:41.924257,12306.367159568086
GA,jotika50_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:57.245113,2026-04-28 14:08:53.711609,0:02:56.466496,16661.40694887835
GA,jotika50_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:05:58.927365,2026-04-28 14:07:37.341066,0:01:38.413701,17359.04247270677
GA,jotika50_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:04.737257,2026-04-28 14:08:03.118685,0:01:58.381428,15993.813917216556
GA,jotika50_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:08.401279,2026-04-28 14:07:29.137288,0:01:20.736009,15932.891417216557
GA,jotika60_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:08.947721,2026-04-28 14:08:49.540202,0:02:40.592481,19765.849349068903
GA,jotika60_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:16.836348,2026-04-28 14:08:35.969560,0:02:19.133212,20511.004820685688
GA,jotika60_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:23.323343,2026-04-28 14:08:29.779205,0:02:06.455862,19095.71769946011
GA,jotika60_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:34.683319,2026-04-28 14:07:44.776141,0:01:10.092822,19189.232699460095
GA,jotika70_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:52.144613,2026-04-28 14:10:00.822197,0:03:08.677584,22993.851700094605
GA,jotika70_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:06:54.462590,2026-04-28 14:09:10.201808,0:02:15.739218,23719.84530746197
GA,jotika70_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:05.540644,2026-04-28 14:09:33.359217,0:02:27.818573,22153.749088182343
GA,jotika70_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:16.224103,2026-04-28 14:08:40.773873,0:01:24.549770,22393.831588182362
GA,mao_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:29.108126,2026-04-28 14:09:57.162971,0:02:28.054845,2838.7797498124914
GA,mao_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:33.195255,2026-04-28 14:09:52.116254,0:02:18.920999,2960.828945214125
GA,mao_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:39.420570,2026-04-28 14:09:37.651114,0:01:58.230544,2554.289028194361
GA,mao_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:42.946043,2026-04-28 14:09:06.540136,0:01:23.594093,2585.2665281943623
GA,marques_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:07:49.175676,2026-04-28 14:09:07.056452,0:01:17.880776,140.30127795073392
GA,marques_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:07.659502,2026-04-28 14:09:57.470801,0:01:49.811299,140.6325615523435
GA,marques_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:37.842689,2026-04-28 14:10:26.172817,0:01:48.330128,122.70013197360525
GA,marques_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:42.228540,2026-04-28 14:10:47.601069,0:02:05.372529,122.78263197360528
GA,poly1a_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:45.904423,2026-04-28 14:09:04.960440,0:00:19.056017,20.54802485287611
GA,poly1a_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:55.583919,2026-04-28 14:09:41.597517,0:00:46.013598,20.550914994395388
GA,poly1a_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:08:59.462924,2026-04-28 14:09:24.417053,0:00:24.954129,21.388600779844037
GA,poly1a_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:07.521767,2026-04-28 14:09:58.147708,0:00:50.625941,21.531100779844024
GA,poly2a_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:07.793116,2026-04-28 14:11:33.552969,0:02:25.759853,4717.92154816873
GA,poly2a_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:10.557964,2026-04-28 14:11:10.503660,0:01:59.945696,4855.641412491376
GA,poly2a_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:11.254916,2026-04-28 14:10:16.620969,0:01:05.366053,4484.097991901621
GA,poly2a_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:16.652734,2026-04-28 14:11:03.590214,0:01:46.937480,4566.887991901619
GA,poly2b_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:27.013958,2026-04-28 14:11:21.499284,0:01:54.485326,70.1050774044709
GA,poly2b_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:38.668997,2026-04-28 14:12:15.265151,0:02:36.596154,71.32932967020972
GA,poly2b_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:41.795115,2026-04-28 14:11:12.265423,0:01:30.470308,47.56932963407319
GA,poly2b_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:44.173793,2026-04-28 14:11:13.716216,0:01:29.542423,48.084329634073214
GA,poly3a_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:09:56.585795,2026-04-28 14:12:46.378044,0:02:49.792249,7737.228322728595
GA,poly3a_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:00.880756,2026-04-28 14:12:29.887782,0:02:29.007026,7938.817387793219
GA,poly3a_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:01.673738,2026-04-28 14:11:00.856069,0:00:59.182331,7007.358237852429
GA,poly3a_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:01.872524,2026-04-28 14:11:18.979015,0:01:17.106491,7122.648237852431
GA,poly3b_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:07.194501,2026-04-28 14:11:59.151649,0:01:51.957148,101.10719749749119
GA,poly3b_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:20.332783,2026-04-28 14:12:08.517803,0:01:48.185020,101.93362650857557
GA,poly3b_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:29.932589,2026-04-28 14:11:46.147600,0:01:16.215011,69.38104229154168
GA,poly3b_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:10:50.946421,2026-04-28 14:12:37.173235,0:01:46.226814,70.29604229154165
GA,poly4a_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:05.018703,2026-04-28 14:15:36.967041,0:04:31.948338,11288.07798368962
GA,poly4a_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:07.031775,2026-04-28 14:15:03.441076,0:03:56.409301,11872.086258025687
GA,poly4a_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:14.685776,2026-04-28 14:12:43.790804,0:01:29.105028,9659.16098380324
GA,poly4a_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:15.835100,2026-04-28 14:13:29.407076,0:02:13.571976,9835.725983803239
GA,poly4b_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:17.173949,2026-04-28 14:14:27.755513,0:03:10.581564,133.3848129881115
GA,poly4b_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:23.349678,2026-04-28 14:15:05.840292,0:03:42.490614,136.23129691044653
GA,poly4b_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:25.397315,2026-04-28 14:12:32.292628,0:01:06.895313,95.26512297540492
GA,poly4b_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:37.585142,2026-04-28 14:15:13.360553,0:03:35.775411,94.95262297540496
GA,poly5a_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:11:50.291125,2026-04-28 14:16:31.399318,0:04:41.108193,13549.909078184744
GA,poly5a_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:03.795935,2026-04-28 14:16:37.429959,0:04:33.634024,14206.7359440151
GA,poly5a_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:13.182590,2026-04-28 14:15:08.684601,0:02:55.502011,12422.873729754041
GA,poly5a_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:19.195171,2026-04-28 14:14:18.128038,0:01:58.932867,12767.278729754045
GA,poly5b_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:34.752002,2026-04-28 14:16:50.006048,0:04:15.254046,172.48031238503205
GA,poly5b_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:37.558968,2026-04-28 14:15:13.222446,0:02:35.663478,175.0826148356889
GA,poly5b_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:41.633787,2026-04-28 14:15:30.988387,0:02:49.354600,117.61179964007198
GA,poly5b_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:49.020106,2026-04-28 14:14:38.723787,0:01:49.703681,120.1067996400719
GA,shapes0_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:12:51.402245,2026-04-28 14:14:47.560283,0:01:56.158038,120.12340882455571
GA,shapes0_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:13:34.423488,2026-04-28 14:15:26.270109,0:01:51.846621,122.53990487539255
GA,shapes0_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:14:24.057873,2026-04-28 14:17:03.583120,0:02:39.525247,116.5127234553089
GA,shapes0_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:14:33.478739,2026-04-28 14:19:46.316569,0:05:12.837830,116.81022345530889
GA,shapes1_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:14:44.605782,2026-04-28 14:17:58.845954,0:03:14.240172,96.01497779324274
GA,shapes1_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:14:52.522662,2026-04-28 14:18:34.692630,0:03:42.169968,97.00793066809706
GA,shapes1_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:10.559126,2026-04-28 14:19:21.035728,0:04:10.476602,116.65272345530892
GA,shapes1_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:11.382408,2026-04-28 14:17:01.018344,0:01:49.635936,116.15022345530885
GA,shirts_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:14.820633,2026-04-28 14:20:32.826013,0:05:18.005380,317.2133697227608
GA,shirts_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:18.859478,2026-04-28 14:20:35.855634,0:05:16.996156,325.66913728441057
GA,shirts_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:20.016147,2026-04-28 14:20:36.649096,0:05:16.632949,158.56104829034194
GA,shirts_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:31.548008,2026-04-28 14:20:48.996179,0:05:17.448171,162.68604829034211
GA,swim_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:37.344235,2026-04-28 14:21:06.706782,0:05:29.362547,25876.05568923553
GA,swim_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:15:44.352159,2026-04-28 14:21:23.313832,0:05:38.961673,27668.20989747385
GA,swim_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:16:39.942884,2026-04-28 14:21:46.667415,0:05:06.724531,19218.57859028194
GA,swim_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:16:46.371012,2026-04-28 14:21:06.773584,0:04:20.402572,20745.966090281978
GA,trousers_mod_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:16:56.500423,2026-04-28 14:19:13.251895,0:02:16.751472,438.0285088279832
GA,trousers_mod_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:17:07.557561,2026-04-28 14:20:25.858916,0:03:18.301355,442.23777157805114
GA,trousers_pack,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:17:10.723112,2026-04-28 14:21:02.617289,0:03:51.894177,340.59165416916613
GA,trousers_sep,1,"Pop=5000, CXPB=0.75, MUTPB=0.15, Parada=100",2026-04-28 14:18:05.019979,2026-04-28 14:20:21.043803,0:02:16.023824,338.61415416916634
BRKGA,albano_mod_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.982445,2026-04-28 11:13:25.978277,0:05:05.995832,9884.90629765649
BRKGA,albano_mod_sep,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.984759,2026-04-28 11:13:26.649976,0:05:06.665217,10008.612112611541
BRKGA,albano_pack,1,"P=5000, Pe=0.3, Pm=0.1, pe=0.7, Parada=100",2026-04-28 11:08:19.974490,2026-04-28 11:13:24.003436,0:05:04.028946,9248.335000000001
